Library,Compound,161,217,235,238,242,243,244
ChemBridge Microformat,6123036,--,--,--,0,--,--,--
ChemBridge Microformat,6123012,--,--,--,0,--,--,--
ChemBridge Microformat,6122816,--,--,--,0,--,--,--
ChemBridge Microformat,6122779,--,--,--,0,--,--,--
ChemBridge Microformat,6122909,--,--,--,0,--,--,--
ChemBridge Microformat,6153035,--,--,--,1,--,--,--
ChemBridge Microformat,6238498,--,--,--,0,--,--,--
ChemBridge Microformat,6238497,--,--,--,0,--,--,--
ChemBridge Microformat,6238506,--,--,--,0,--,--,--
ChemBridge Microformat,6238501,--,--,--,0,--,--,--
ChemBridge Microformat,6238519,--,--,--,0,--,--,--
ChemBridge Microformat,6170155,--,--,--,0,--,--,--
ChemBridge Microformat,6238524,--,--,--,0,--,--,--
ChemBridge Microformat,6238521,--,--,--,0,--,--,--
ChemBridge Microformat,6238531,--,--,--,0,--,--,--
ChemBridge Microformat,6238530,--,--,--,0,--,--,--
ChemBridge Microformat,6152942,--,--,--,0,--,--,--
ChemBridge Microformat,5773701,--,--,--,0,--,--,--
ChemBridge Microformat,6142144,--,--,--,0,--,--,--
ChemBridge Microformat,5773433,--,--,--,0,--,--,--
ChemBridge Microformat,5773654,--,--,--,0,--,--,--
ChemBridge Microformat,6013341,--,--,--,0,--,--,--
ChemBridge Microformat,6142387,--,--,--,0,--,--,--
ChemBridge Microformat,5774662,--,--,--,0,--,--,--
ChemBridge Microformat,5773726,--,--,--,0,--,--,--
ChemBridge Microformat,5774505,--,--,--,0,--,--,--
ChemBridge Microformat,5807085,--,--,--,0,--,--,--
ChemBridge Microformat,6151557,--,--,--,0,--,--,--
ChemBridge Microformat,5807163,--,--,--,0,--,--,--
ChemBridge Microformat,6151620,--,--,--,0,--,--,--
ChemBridge Microformat,6146634,--,--,--,0,--,--,--
ChemBridge Microformat,6151666,--,--,--,0,--,--,--
ChemBridge Microformat,6151711,--,--,--,0,--,--,--
ChemBridge Microformat,6151725,--,--,--,0,--,--,--
ChemBridge Microformat,6151756,--,--,--,0,--,--,--
ChemBridge Microformat,6151765,--,--,--,0,--,--,--
ChemBridge Microformat,5925765,--,--,--,0,--,--,--
ChemBridge Microformat,5925756,--,--,--,0,--,--,--
ChemBridge Microformat,5807269,--,--,--,0,--,--,--
ChemBridge Microformat,5807237,--,--,--,0,--,--,--
ChemBridge Microformat,5735739,--,--,--,0,--,--,--
ChemBridge Microformat,5735760,--,--,--,0,--,--,--
ChemBridge Microformat,5735794,--,--,--,0,--,--,--
ChemBridge Microformat,5735963,--,--,--,0,--,--,--
ChemBridge Microformat,5735576,--,--,--,0,--,--,--
ChemBridge Microformat,5735590,--,--,--,0,--,--,--
ChemBridge Microformat,5735619,--,--,--,0,--,--,--
ChemBridge Microformat,5735629,--,--,--,0,--,--,--
ChemBridge Microformat,6079036,--,--,--,0,--,--,--
ChemBridge Microformat,6071030,--,--,--,0,--,--,--
ChemBridge Microformat,6078911,--,--,--,0,--,--,--
ChemBridge Microformat,6078903,--,--,--,0,--,--,--
ChemBridge Microformat,6078901,--,--,--,0,--,--,--
ChemBridge Microformat,6078894,--,--,--,0,--,--,--
ChemBridge Microformat,6078870,--,--,--,0,--,--,--
ChemBridge Microformat,6070893,--,--,--,1,--,--,--
ChemBridge Microformat,6222650,--,--,--,0,--,--,--
ChemBridge Microformat,6222745,--,--,--,0,--,--,--
ChemBridge Microformat,6222848,--,--,--,0,--,--,--
ChemBridge Microformat,6222885,--,--,--,0,--,--,--
ChemBridge Microformat,6222927,--,--,--,0,--,--,--
ChemBridge Microformat,6222959,--,--,--,0,--,--,--
ChemBridge Microformat,6223177,--,--,--,0,--,--,--
ChemBridge Microformat,6223181,--,--,--,0,--,--,--
ChemBridge Microformat,6223183,--,--,--,0,--,--,--
ChemBridge Microformat,6223200,--,--,--,0,--,--,--
ChemBridge Microformat,6103583,--,--,--,0,--,--,--
ChemBridge Microformat,5346188,--,--,--,0,--,--,--
ChemBridge Microformat,5528313,--,--,--,0,--,--,--
ChemBridge Microformat,5527528,--,--,--,0,--,--,--
ChemBridge Microformat,5526814,--,--,--,0,--,--,--
ChemBridge Microformat,5526474,--,--,--,0,--,--,--
ChemBridge Microformat,5527197,--,--,--,0,--,--,--
ChemBridge Microformat,5527153,--,--,--,0,--,--,--
ChemBridge Microformat,5525347,--,--,--,0,--,--,--
ChemBridge Microformat,5525155,--,--,--,0,--,--,--
ChemBridge Microformat,5526397,--,--,--,0,--,--,--
ChemBridge Microformat,5525591,--,--,--,0,--,--,--
ChemBridge Microformat,5324784,--,--,--,0,--,--,--
ChemBridge Microformat,5136163,--,--,--,0,--,--,--
ChemBridge Microformat,5136184,--,--,--,0,--,--,--
ChemBridge Microformat,5136127,--,--,--,0,--,--,--
ChemBridge Microformat,5136134,--,--,--,0,--,--,--
ChemBridge Microformat,5136254,--,--,--,0,--,--,--
ChemBridge Microformat,5136259,--,--,--,0,--,--,--
ChemBridge Microformat,5136226,--,--,--,0,--,--,--
ChemBridge Microformat,5136239,--,--,--,0,--,--,--
ChemBridge Microformat,5345301,--,--,--,0,--,--,--
ChemBridge Microformat,5136275,--,--,--,0,--,--,--
ChemBridge Microformat,6240156,--,--,--,1,--,--,--
ChemBridge Microformat,6240154,--,--,--,0,--,--,--
ChemBridge Microformat,6240151,--,--,--,0,--,--,--
ChemBridge Microformat,6240148,--,--,--,0,--,--,--
ChemBridge Microformat,6240142,--,--,--,0,--,--,--
ChemBridge Microformat,6240139,--,--,--,0,--,--,--
ChemBridge Microformat,6240133,--,--,--,0,--,--,--
ChemBridge Microformat,6240132,--,--,--,0,--,--,--
ChemBridge Microformat,6240162,--,--,--,0,--,--,--
ChemBridge Microformat,6240161,--,--,--,0,--,--,--
ChemBridge Microformat,5734586,--,--,--,0,--,--,--
ChemBridge Microformat,6059104,--,--,--,0,--,--,--
ChemBridge Microformat,6000887,--,--,--,0,--,--,--
ChemBridge Microformat,6000815,--,--,--,0,--,--,--
ChemBridge Microformat,6000372,--,--,--,0,--,--,--
ChemBridge Microformat,6000309,--,--,--,0,--,--,--
ChemBridge Microformat,6000440,--,--,--,0,--,--,--
ChemBridge Microformat,6000433,--,--,--,0,--,--,--
ChemBridge Microformat,6000452,--,--,--,0,--,--,--
ChemBridge Microformat,6000441,--,--,--,0,--,--,--
ChemBridge Microformat,6000792,--,--,--,0,--,--,--
ChemBridge Microformat,6000480,--,--,--,0,--,--,--
ChemBridge Microformat,6039960,--,--,--,0,--,--,--
ChemBridge Microformat,6040036,--,--,--,0,--,--,--
ChemBridge Microformat,6202379,--,--,--,0,--,--,--
ChemBridge Microformat,6039597,--,--,--,0,--,--,--
ChemBridge Microformat,6039601,--,--,--,0,--,--,--
ChemBridge Microformat,6039606,--,--,--,0,--,--,--
ChemBridge Microformat,6039651,--,--,--,0,--,--,--
ChemBridge Microformat,6039657,--,--,--,0,--,--,--
ChemBridge Microformat,5403992,--,--,--,0,--,--,--
ChemBridge Microformat,6039883,--,--,--,0,--,--,--
ChemBridge Microformat,6039914,--,--,--,0,--,--,--
ChemBridge Microformat,6159344,--,--,--,0,--,--,--
ChemBridge Microformat,6159349,--,--,--,0,--,--,--
ChemBridge Microformat,6159108,--,--,--,0,--,--,--
ChemBridge Microformat,6159225,--,--,--,0,--,--,--
ChemBridge Microformat,6158998,--,--,--,0,--,--,--
ChemBridge Microformat,6159078,--,--,--,0,--,--,--
ChemBridge Microformat,6159298,--,--,--,0,--,--,--
ChemBridge Microformat,6159307,--,--,--,0,--,--,--
ChemBridge Microformat,6159247,--,--,--,0,--,--,--
ChemBridge Microformat,6159296,--,--,--,0,--,--,--
ChemBridge Microformat,5404078,--,--,--,0,--,--,--
ChemBridge Microformat,6239066,--,--,--,0,--,--,--
ChemBridge Microformat,6239069,--,--,--,1,--,--,--
ChemBridge Microformat,6239063,--,--,--,1,--,--,--
ChemBridge Microformat,6239064,--,--,--,0,--,--,--
ChemBridge Microformat,6239040,--,--,--,0,--,--,--
ChemBridge Microformat,6239056,--,--,--,0,--,--,--
ChemBridge Microformat,6239034,--,--,--,0,--,--,--
ChemBridge Microformat,6239035,--,--,--,0,--,--,--
ChemBridge Microformat,6239072,--,--,--,0,--,--,--
ChemBridge Microformat,6239084,--,--,--,0,--,--,--
ChemBridge Microformat,5928931,--,--,--,0,--,--,--
ChemBridge Microformat,5928918,--,--,--,0,--,--,--
ChemBridge Microformat,5928908,--,--,--,0,--,--,--
ChemBridge Microformat,5928879,--,--,--,0,--,--,--
ChemBridge Microformat,5928870,--,--,--,0,--,--,--
ChemBridge Microformat,5404512,--,--,--,0,--,--,--
ChemBridge Microformat,5928864,--,--,--,0,--,--,--
ChemBridge Microformat,5928834,--,--,--,0,--,--,--
ChemBridge Microformat,5929039,--,--,--,0,--,--,--
ChemBridge Microformat,5928993,--,--,--,0,--,--,--
ChemBridge Microformat,5247561,--,--,--,0,--,--,--
ChemBridge Microformat,6145129,--,--,--,0,--,--,--
ChemBridge Microformat,6195783,--,--,--,0,--,--,--
ChemBridge Microformat,6195786,--,--,--,0,--,--,--
ChemBridge Microformat,6167468,--,--,--,0,--,--,--
ChemBridge Microformat,6167583,--,--,--,0,--,--,--
ChemBridge Microformat,6167354,--,--,--,0,--,--,--
ChemBridge Microformat,6195621,--,--,--,0,--,--,--
ChemBridge Microformat,6167339,--,--,--,0,--,--,--
ChemBridge Microformat,6167346,--,--,--,1,--,--,--
ChemBridge Microformat,6167298,--,--,--,0,--,--,--
ChemBridge Microformat,6167328,--,--,--,0,--,--,--
ChemBridge Microformat,6167165,--,--,--,0,--,--,--
ChemBridge Microformat,6167213,--,--,--,0,--,--,--
ChemBridge Microformat,6142431,--,--,--,0,--,--,--
ChemBridge Microformat,6142404,--,--,--,0,--,--,--
ChemBridge Microformat,5784379,--,--,--,0,--,--,--
ChemBridge Microformat,5784397,--,--,--,0,--,--,--
ChemBridge Microformat,6142159,--,--,--,0,--,--,--
ChemBridge Microformat,5773709,--,--,--,0,--,--,--
ChemBridge Microformat,6142362,--,--,--,0,--,--,--
ChemBridge Microformat,6142331,--,--,--,0,--,--,--
ChemBridge Microformat,5774573,--,--,--,0,--,--,--
ChemBridge Microformat,6142367,--,--,--,0,--,--,--
ChemBridge Microformat,6142402,--,--,--,0,--,--,--
ChemBridge Microformat,6142401,--,--,--,0,--,--,--
ChemBridge Microformat,6144598,--,--,--,0,--,--,--
ChemBridge Microformat,6144575,--,--,--,0,--,--,--
ChemBridge Microformat,6144572,--,--,--,0,--,--,--
ChemBridge Microformat,6144564,--,--,--,0,--,--,--
ChemBridge Microformat,6144697,--,--,--,0,--,--,--
ChemBridge Microformat,6144678,--,--,--,0,--,--,--
ChemBridge Microformat,6144644,--,--,--,0,--,--,--
ChemBridge Microformat,6144600,--,--,--,0,--,--,--
ChemBridge Microformat,6144757,--,--,--,0,--,--,--
ChemBridge Microformat,6144748,--,--,--,0,--,--,--
ChemBridge Microformat,5405156,--,--,--,0,--,--,--
ChemBridge Microformat,6216642,--,--,--,0,--,--,--
ChemBridge Microformat,5246532,--,--,--,0,--,--,--
ChemBridge Microformat,5363584,--,--,--,0,--,--,--
ChemBridge Microformat,5707725,--,--,--,0,--,--,--
ChemBridge Microformat,5707722,--,--,--,0,--,--,--
ChemBridge Microformat,5707069,--,--,--,0,--,--,--
ChemBridge Microformat,5706890,--,--,--,0,--,--,--
ChemBridge Microformat,5707410,--,--,--,0,--,--,--
ChemBridge Microformat,6117220,--,--,--,0,--,--,--
ChemBridge Microformat,5707626,--,--,--,0,--,--,--
ChemBridge Microformat,6117456,--,--,--,0,--,--,--
ChemBridge Microformat,6117623,--,--,--,0,--,--,--
ChemBridge Microformat,5707674,--,--,--,0,--,--,--
ChemBridge Microformat,5735446,--,--,--,0,--,--,--
ChemBridge Microformat,6240658,--,--,--,0,--,--,--
ChemBridge Microformat,6240662,--,--,--,0,--,--,--
ChemBridge Microformat,6240656,--,--,--,0,--,--,--
ChemBridge Microformat,6240657,--,--,--,0,--,--,--
ChemBridge Microformat,6240641,--,--,--,0,--,--,--
ChemBridge Microformat,6240649,--,--,--,1,--,--,--
ChemBridge Microformat,6240638,--,--,--,0,--,--,--
ChemBridge Microformat,6240640,--,--,--,0,--,--,--
ChemBridge Microformat,6240663,--,--,--,0,--,--,--
ChemBridge Microformat,6240672,--,--,--,0,--,--,--
ChemBridge Microformat,6068314,--,--,--,0,--,--,--
ChemBridge Microformat,6054108,--,--,--,0,--,--,--
ChemBridge Microformat,6068354,--,--,--,0,--,--,--
ChemBridge Microformat,6068364,--,--,--,0,--,--,--
ChemBridge Microformat,6068370,--,--,--,0,--,--,--
ChemBridge Microformat,6068387,--,--,--,0,--,--,--
ChemBridge Microformat,6068389,--,--,--,0,--,--,--
ChemBridge Microformat,6068394,--,--,--,0,--,--,--
ChemBridge Microformat,6068536,--,--,--,0,--,--,--
ChemBridge Microformat,6068593,--,--,--,0,--,--,--
ChemBridge Microformat,6064433,--,--,--,0,--,--,--
ChemBridge Microformat,6064446,--,--,--,0,--,--,--
ChemBridge Microformat,5362196,--,--,--,0,--,--,--
ChemBridge Microformat,6054314,--,--,--,2,--,--,--
ChemBridge Microformat,5362780,--,--,--,0,--,--,--
ChemBridge Microformat,6054372,--,--,--,0,--,--,--
ChemBridge Microformat,5362087,--,--,--,0,--,--,--
ChemBridge Microformat,6054414,--,--,--,0,--,--,--
ChemBridge Microformat,6215948,--,--,--,0,--,--,--
ChemBridge Microformat,6216264,--,--,--,0,--,--,--
ChemBridge Microformat,5364326,--,--,--,0,--,--,--
ChemBridge Microformat,6020722,--,--,--,0,--,--,--
ChemBridge Microformat,5234985,--,--,--,0,--,--,--
ChemBridge Microformat,6235023,--,--,--,0,--,--,--
ChemBridge Microformat,6234549,--,--,--,0,--,--,--
ChemBridge Microformat,5232690,--,--,--,0,--,--,--
ChemBridge Microformat,6020780,--,--,--,0,--,--,--
ChemBridge Microformat,6020736,--,--,--,0,--,--,--
ChemBridge Microformat,5230713,--,--,--,0,--,--,--
ChemBridge Microformat,6234165,--,--,--,0,--,--,--
ChemBridge Microformat,6234132,--,--,--,0,--,--,--
ChemBridge Microformat,6234130,--,--,--,0,--,--,--
ChemBridge Microformat,6233918,--,--,--,0,--,--,--
ChemBridge Microformat,6234520,--,--,--,0,--,--,--
ChemBridge Microformat,6234446,--,--,--,0,--,--,--
ChemBridge Microformat,6234412,--,--,--,0,--,--,--
ChemBridge Microformat,6234360,--,--,--,0,--,--,--
ChemBridge Microformat,5964182,--,--,--,0,--,--,--
ChemBridge Microformat,5964238,--,--,--,0,--,--,--
ChemBridge Microformat,5963966,--,--,--,0,--,--,--
ChemBridge Microformat,5964137,--,--,--,0,--,--,--
ChemBridge Microformat,5964261,--,--,--,0,--,--,--
ChemBridge Microformat,5964439,--,--,--,0,--,--,--
ChemBridge Microformat,5964247,--,--,--,0,--,--,--
ChemBridge Microformat,5964260,--,--,--,0,--,--,--
ChemBridge Microformat,5964464,--,--,--,0,--,--,--
ChemBridge Microformat,5964614,--,--,--,0,--,--,--
ChemBridge Microformat,6099655,--,--,--,0,--,--,--
ChemBridge Microformat,6099853,--,--,--,0,--,--,--
ChemBridge Microformat,6099904,--,--,--,2,--,--,--
ChemBridge Microformat,6099934,--,--,--,0,--,--,--
ChemBridge Microformat,6099292,--,--,--,0,--,--,--
ChemBridge Microformat,6099377,--,--,--,0,--,--,--
ChemBridge Microformat,6099436,--,--,--,0,--,--,--
ChemBridge Microformat,6099550,--,--,--,0,--,--,--
ChemBridge Microformat,6099985,--,--,--,0,--,--,--
ChemBridge Microformat,6099993,--,--,--,1,--,--,--
ChemBridge Microformat,6210437,--,--,--,0,--,--,--
ChemBridge Microformat,6210420,--,--,--,0,--,--,--
ChemBridge Microformat,6210583,--,--,--,0,--,--,--
ChemBridge Microformat,6210528,--,--,--,0,--,--,--
ChemBridge Microformat,6210284,--,--,--,0,--,--,--
ChemBridge Microformat,6210238,--,--,--,0,--,--,--
ChemBridge Microformat,6210398,--,--,--,0,--,--,--
ChemBridge Microformat,6118266,--,--,--,0,--,--,--
ChemBridge Microformat,6210824,--,--,--,0,--,--,--
ChemBridge Microformat,6210643,--,--,--,0,--,--,--
ChemBridge Microformat,6059159,--,--,--,0,--,--,--
ChemBridge Microformat,5353451,--,--,--,1,--,--,--
ChemBridge Microformat,6059209,--,--,--,0,--,--,--
ChemBridge Microformat,5807336,--,--,--,0,--,--,--
ChemBridge Microformat,6050432,--,--,--,0,--,--,--
ChemBridge Microformat,6059391,--,--,--,0,--,--,--
ChemBridge Microformat,5115957,--,--,--,0,--,--,--
ChemBridge Microformat,5115891,--,--,--,0,--,--,--
ChemBridge Microformat,5115654,--,--,--,0,--,--,--
ChemBridge Microformat,5115546,--,--,--,0,--,--,--
ChemBridge Microformat,5114995,--,--,--,0,--,--,--
ChemBridge Microformat,5354390,--,--,--,0,--,--,--
ChemBridge Microformat,6050298,--,--,--,0,--,--,--
ChemBridge Microformat,5114751,--,--,--,0,--,--,--
ChemBridge Microformat,5114708,--,--,--,0,--,--,--
ChemBridge Microformat,5114584,--,--,--,0,--,--,--
ChemBridge Microformat,5807409,--,--,--,0,--,--,--
ChemBridge Microformat,5985474,--,--,--,0,--,--,--
ChemBridge Microformat,5985688,--,--,--,0,--,--,--
ChemBridge Microformat,5985286,--,--,--,0,--,--,--
ChemBridge Microformat,5985404,--,--,--,0,--,--,--
ChemBridge Microformat,5985130,--,--,--,0,--,--,--
ChemBridge Microformat,5985174,--,--,--,0,--,--,--
ChemBridge Microformat,5984802,--,--,--,0,--,--,--
ChemBridge Microformat,5984872,--,--,--,0,--,--,--
ChemBridge Microformat,5984469,--,--,--,0,--,--,--
ChemBridge Microformat,5984638,--,--,--,0,--,--,--
ChemBridge Microformat,6119471,--,--,--,0,--,--,--
ChemBridge Microformat,6117171,--,--,--,0,--,--,--
ChemBridge Microformat,5933394,--,--,--,0,--,--,--
ChemBridge Microformat,6117175,--,--,--,0,--,--,--
ChemBridge Microformat,5807624,--,--,--,0,--,--,--
ChemBridge Microformat,5707344,--,--,--,0,--,--,--
ChemBridge Microformat,6045611,--,--,--,0,--,--,--
ChemBridge Microformat,6117276,--,--,--,0,--,--,--
ChemBridge Microformat,6152156,--,--,--,0,--,--,--
ChemBridge Microformat,6152216,--,--,--,1,--,--,--
ChemBridge Microformat,6132274,--,--,--,0,--,--,--
ChemBridge Microformat,5762322,--,--,--,0,--,--,--
ChemBridge Microformat,6078720,--,--,--,0,--,--,--
ChemBridge Microformat,5568195,--,--,--,0,--,--,--
ChemBridge Microformat,5568450,--,--,--,0,--,--,--
ChemBridge Microformat,5568769,--,--,--,0,--,--,--
ChemBridge Microformat,5568821,--,--,--,0,--,--,--
ChemBridge Microformat,5567720,--,--,--,0,--,--,--
ChemBridge Microformat,5567779,--,--,--,0,--,--,--
ChemBridge Microformat,5567788,--,--,--,0,--,--,--
ChemBridge Microformat,5568087,--,--,--,0,--,--,--
ChemBridge Microformat,5568889,--,--,--,0,--,--,--
ChemBridge Microformat,5569228,--,--,--,0,--,--,--
ChemBridge Microformat,6045323,--,--,--,0,--,--,--
ChemBridge Microformat,6078605,--,--,--,0,--,--,--
ChemBridge Microformat,6078618,--,--,--,0,--,--,--
ChemBridge Microformat,5761928,--,--,--,0,--,--,--
ChemBridge Microformat,5761890,--,--,--,0,--,--,--
ChemBridge Microformat,6078575,--,--,--,0,--,--,--
ChemBridge Microformat,5761307,--,--,--,0,--,--,--
ChemBridge Microformat,5988299,--,--,--,0,--,--,--
ChemBridge Microformat,6078598,--,--,--,0,--,--,--
ChemBridge Microformat,5101227,--,--,--,0,--,--,--
ChemBridge Microformat,6078603,--,--,--,0,--,--,--
ChemBridge Microformat,5521927,--,--,--,0,--,--,--
ChemBridge Microformat,6216665,--,--,--,0,--,--,--
ChemBridge Microformat,6145183,--,--,--,0,--,--,--
ChemBridge Microformat,6077474,--,--,--,0,--,--,--
ChemBridge Microformat,6171082,--,--,--,0,--,--,--
ChemBridge Microformat,6171009,--,--,--,0,--,--,--
ChemBridge Microformat,6170798,--,--,--,0,--,--,--
ChemBridge Microformat,6170742,--,--,--,0,--,--,--
ChemBridge Microformat,6170978,--,--,--,0,--,--,--
ChemBridge Microformat,6170805,--,--,--,0,--,--,--
ChemBridge Microformat,6170510,--,--,--,0,--,--,--
ChemBridge Microformat,6170420,--,--,--,0,--,--,--
ChemBridge Microformat,6170571,--,--,--,0,--,--,--
ChemBridge Microformat,6170528,--,--,--,0,--,--,--
ChemBridge Microformat,6068351,--,--,--,0,--,--,--
ChemBridge Microformat,6238305,--,--,--,0,--,--,--
ChemBridge Microformat,6238303,--,--,--,0,--,--,--
ChemBridge Microformat,6238278,--,--,--,0,--,--,--
ChemBridge Microformat,6238277,--,--,--,0,--,--,--
ChemBridge Microformat,6238273,--,--,--,0,--,--,--
ChemBridge Microformat,6238268,--,--,--,0,--,--,--
ChemBridge Microformat,6238296,--,--,--,0,--,--,--
ChemBridge Microformat,6238293,--,--,--,0,--,--,--
ChemBridge Microformat,6238287,--,--,--,0,--,--,--
ChemBridge Microformat,6238280,--,--,--,0,--,--,--
ChemBridge Microformat,5839833,--,--,--,0,--,--,--
ChemBridge Microformat,5839791,--,--,--,0,--,--,--
ChemBridge Microformat,5839786,--,--,--,0,--,--,--
ChemBridge Microformat,5839712,--,--,--,0,--,--,--
ChemBridge Microformat,5839930,--,--,--,0,--,--,--
ChemBridge Microformat,5839928,--,--,--,0,--,--,--
ChemBridge Microformat,5839885,--,--,--,0,--,--,--
ChemBridge Microformat,5839857,--,--,--,1,--,--,--
ChemBridge Microformat,5839971,--,--,--,0,--,--,--
ChemBridge Microformat,5839967,--,--,--,0,--,--,--
ChemBridge Microformat,5652505,--,--,--,0,--,--,--
ChemBridge Microformat,5652957,--,--,--,0,--,--,--
ChemBridge Microformat,5652484,--,--,--,0,--,--,--
ChemBridge Microformat,5652490,--,--,--,0,--,--,--
ChemBridge Microformat,5653277,--,--,--,0,--,--,--
ChemBridge Microformat,5653850,--,--,--,0,--,--,--
ChemBridge Microformat,5653066,--,--,--,0,--,--,--
